ID,URL,NAME,ADDRESS,CITY,SCHOOL_TYPE,LEVEL_CODE
f07c5f2b-b47c-4816-a1bb-eaef3a9ee638,https://educationdestinationasia.com/school/michael-e-debakey-high-school-qatar,Michael E. Debakey High School - Qatar,Doha,Doha,Secondary Schools,s
b7348191-7e68-4f33-bf56-710e95c40525,https://educationdestinationasia.com/school/the-khayay-international-school,The Khayay International School,Yangon,Yangon,"Preschool/Kindergarten, Primary Schools","k, p"
4de9b83c-53d7-4fef-b61e-24424dfedbec,https://educationdestinationasia.com/school/upbeat-international-school-atsuta-campus,"UPBEAT International School, Atsuta Campus",Nagoya,Nagoya,"Primary Schools, Preschool/Kindergarten","p, k"
fed49325-8974-4c6c-8d0c-77ca033c43b6,https://educationdestinationasia.com/school/cambridge-international-school-for-girls,Cambridge International School for Girls,Doha,Doha,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
d0d64bc7-9308-4258-9b24-be0f1e89c879,https://educationdestinationasia.com/school/stamford-american-international-school,Stamford American International School,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
c4882922-39f4-4846-82b6-b60877c0c9d3,https://educationdestinationasia.com/school/aiu-international-school,AiU International School,"Alor Setar, Kedah",Alor Setar,Primary Schools,p
441fae48-3ac6-4ae5-8031-2b1162b20c91,https://educationdestinationasia.com/school/straits-international-school-rawang-campus,Straits International School Rawang,"Rawang, Selangor",Rawang,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
07d8e85e-efa3-444a-b179-bbbf7f3b1cb2,https://educationdestinationasia.com/school/invictus-international-school,Invictus International School,Singapore,Singapore,Primary Schools,p
e5cb477e-bd6e-4331-83f7-8203278b4b5a,https://educationdestinationasia.com/school/us-vietnam-talent-international-school,US Vietnam Talent International School (Campus 1),Ho Chi Minh City,Ho Chi Minh City,"Primary Schools, Secondary Schools, Pre-University","p, s, pu"
19966b39-a3eb-4f46-878a-686fd38ac7d4,https://educationdestinationasia.com/school/hillcrest-school,Hillcrest School,Indonesia,Indonesia,,
c8eec0cd-f991-4131-9075-d2ad13fedb3c,https://educationdestinationasia.com/school/sekolah-ciputra-surabaya-surabaya-east-java,"Sekolah Ciputra Surabaya-Surabaya, East Java",Surabaya,Surabaya,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
57ac66f9-e100-4125-a73a-4d0af590cea5,https://educationdestinationasia.com/school/hope-academy,Hope Academy,Jakarta,Jakarta,"Primary Schools, Preschool/Kindergarten","p, k"
2e79e07b-476d-4fbd-909c-681bbee90fd4,https://educationdestinationasia.com/school/qatar-academy-qa,Qatar Academy (QA),Doha,Doha,"Secondary Schools, Primary Schools","s, p"
34ce1b91-897c-4d89-9d62-ad8ebad68da8,https://educationdestinationasia.com/school/headstart-international-school,HeadStart International School,Phuket,Phuket,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
cf526fda-9173-47d2-a2ee-59fffe0cc7a4,https://educationdestinationasia.com/school/nexus-international-school,Nexus International School Singapore,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
92e5ee08-6ec9-4306-848f-15a5d85b8104,https://educationdestinationasia.com/school/the-little-makers,The Little Makers,"Subang Jaya, Selangor",Subang Jaya,Learning Centre,
cfc1381f-861d-4181-bb3f-23b4d5f24528,https://educationdestinationasia.com/school/his-international-school,HIS International School,"Subang Jaya, Selangor",Subang Jaya,"Primary Schools, Secondary Schools","p, s"
bec1048b-8250-443e-b17d-532fa591ca78,https://educationdestinationasia.com/school/tsukuba-international-school,Tsukuba International School,Tsukuba,Tsukuba,"Pre-University, Preschool/Kindergarten, Primary Schools, Secondary Schools","pu, k, p, s"
9e59380b-0f5a-4ced-a520-06c391e75ad1,https://educationdestinationasia.com/school/chatsworth-international-school-bukit-timah-campus,Chatsworth International School (Bukit Timah Campus),Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
734f857b-48d6-4663-8184-012c6e659d6e,https://educationdestinationasia.com/school/galileo-international-school,Galileo International School,Qatar,Qatar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
bf5cc094-094d-421a-8f48-1b2e80922c72,https://educationdestinationasia.com/school/primeone-school,PrimeOne School,Indonesia,Indonesia,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
d9f8002f-624c-4b93-8ee7-a09c16e8873c,https://educationdestinationasia.com/school/dover-court-international-school,Dover Court International School,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
89e23287-abcc-467d-8cfa-3068be66977f,https://educationdestinationasia.com/school/yew-chung-international-school-of-shanghai-4,Yew Chung International School of Shanghai (Century Park Campus),Shanghai,Shanghai,"Preschool/Kindergarten, Primary Schools","k, p"
4f3834d8-c84f-4a25-945b-150ef14d649c,https://educationdestinationasia.com/school/penabur-international-school,Penabur International School,Indonesia,Indonesia,"Primary Schools, Secondary Schools","p, s"
38875498-1106-44a9-a290-ed7f2f323ac4,https://educationdestinationasia.com/school/wesley-international-school,Wesley International School,Indonesia,Indonesia,,
b2522f35-4c82-4a5c-9908-f7fda10e7c5e,https://educationdestinationasia.com/school/straits-international-school-rawang-campus,Straits International School Rawang,"Rawang, Selangor",Rawang,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
e7f7ac49-10c0-48d9-8ee1-55c07061c4bd,https://educationdestinationasia.com/school/gateway-international-school,Gateway International School Hanoi,Hanoi,Hanoi,"Primary Schools, Secondary Schools","p, s"
5a0b7e31-f528-475c-bb6c-41cb45751a37,https://educationdestinationasia.com/school/al-mahd-international-school,Al Mahd International School,Doha,Doha,"Preschool/Kindergarten, Primary Schools","k, p"
b8db7046-cd63-43e5-87c3-f413b66601ef,https://educationdestinationasia.com/school/jakarta-nanyang-school,Jakarta Nanyang School,Indonesia,Indonesia,,
323623d5-2dbd-47cd-8d06-9c8b68e6fb5b,https://educationdestinationasia.com/school/the-pearl-primary-school,The Pearl Academy,Abu Dhabi,Abu Dhabi,Primary Schools,p
afdb0018-ba5a-4b4f-bce6-fd4f6dd11591,https://educationdestinationasia.com/school/lycee-francais-international-de-dubai,Lycée Français International de Dubaï,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
534d67aa-fc73-4304-a88a-d024d988a0fe,https://educationdestinationasia.com/school/st-christophers-international-primary-school,St Christopher's International Primary School,"George Town, Pulau Pinang",George Town,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
a89a9f01-48e0-4b93-83e8-571ea1aeedca,https://educationdestinationasia.com/school/tenby-schools,Tenby Schools Ipoh,"Ipoh, Perak",Ipoh,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
e4939f4f-9dbb-411a-b408-9d254522b40a,https://educationdestinationasia.com/school/gems-westminster-school-sharjah,GEMS Westminster School Sharjah,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
1c343a2c-b4a2-4119-80e6-0dd74f38493c,https://educationdestinationasia.com/school/dubai-international-academy,Dubai International Academy,Dubai,Dubai,"Primary Schools, Secondary Schools, Pre-University","p, s, pu"
41135abb-81bf-4ade-a9a5-b40677578a17,https://educationdestinationasia.com/school/myanmar-international-academy,Myanmar International Academy,Myanmar,Myanmar,"Preschool/Kindergarten, Primary Schools","k, p"
d74b6788-2d4a-48e7-ab5f-1bc8ddca878a,https://educationdestinationasia.com/school/arab-international-academy,Arab International Academy,Qatar,Qatar,"Primary Schools, Secondary Schools","p, s"
d737a1fc-7dff-4753-96ec-b1edb6e7a709,https://educationdestinationasia.com/school/international-school-of-london-qatar,"International School of London, Qatar",Doha,Doha,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
4bdd30fa-797d-471e-a101-ab4a3f443e62,https://educationdestinationasia.com/school/anglo-singapore-international-school,Anglo Singapore International School (Campus 31),Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools","k, p"
d09e7cf7-da42-4f12-9dd8-5d324fb9fd32,https://educationdestinationasia.com/school/al-moatasem-international-school,Al Moatasem International School,Abu Dhabi,Abu Dhabi,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
6c5b9761-0d9d-44a9-8e8e-633401d561c5,https://educationdestinationasia.com/school/asian-international-school-nguyen-van-huong-campus,Asian International School - Nguyen Van Huong Campus,Ho Chi Minh City,Ho Chi Minh City,"Primary Schools, Secondary Schools","p, s"
63de6e40-3310-4aa8-81bc-a7abcd68562c,https://educationdestinationasia.com/school/north-london-collegiate-school-nlcs-bangkok,North London Collegiate School (NLCS) Bangkok,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
fa898834-5914-461a-a3c7-05dfd5f9472a,https://educationdestinationasia.com/school/malvern-college-qingdao,Malvern College Qingdao,China,China,Secondary Schools,s
78ae420f-1014-4a19-8d37-1f6485d569b9,https://educationdestinationasia.com/school/thai-sikh-international-junior-school-wongwianyai-campus,Thai-Sikh International (Junior School / Wongwianyai Campus),Thailand,Thailand,"Primary Schools, Preschool/Kindergarten","p, k"
b10ba867-3c0c-4e76-b474-7bb9b13a6fb7,https://educationdestinationasia.com/school/the-sheikh-zayed-private-academy-for-girls,The Sheikh Zayed Private Academy for Girls,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
60c6c938-8f5a-494f-9583-8b9140a4e22d,https://educationdestinationasia.com/school/bangkok-grace-international-school,Bangkok Grace International School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
67e81d16-35de-4a7d-8192-dc3fad63b742,https://educationdestinationasia.com/school/clifford-school-international-program,Clifford School (International Program),Guangzhou,Guangzhou,"Primary Schools, Secondary Schools, Pre-University","p, s, pu"
07413593-e31d-4636-bdfa-3b9aaaba7f12,https://educationdestinationasia.com/school/sunrise-school-bali,Sunrise School Bali,Indonesia,Indonesia,"Preschool/Kindergarten, Primary Schools","k, p"
435da09d-8581-47ae-9626-df813866c1a0,https://educationdestinationasia.com/school/raintree-international-school,Raintree International School,Bangkok,Bangkok,Preschool/Kindergarten,k
442b5721-0009-4508-a4e6-4788970dcc83,https://educationdestinationasia.com/school/anglo-singapore-international-school-2,Anglo Singapore International School (Campus 64),Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
ef9a5332-324d-4966-b64e-09c44b513174,https://educationdestinationasia.com/school/korean-international-school-in-beijing,Korean International School in Beijing,Beijing,Beijing,,
0700613a-1e70-4a97-ad55-d59b2f3fb574,https://educationdestinationasia.com/school/uia-international-school-of-tokyo,UIA International School of Tokyo,Tokyo,Tokyo,"Pre-University, Preschool/Kindergarten, Primary Schools, Secondary Schools","pu, k, p, s"
13fbaf7b-3c72-4c6a-bb4e-f1e11594d2bd,https://educationdestinationasia.com/school/international-school-eastern-seaboard,International School Eastern Seaboard,Pattaya,Pattaya,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
e49d637b-9a26-41b5-b32b-d6ebdbcd1cf7,https://educationdestinationasia.com/school/concordia-international-school-shanghai,Concordia International School Shanghai,Shanghai,Shanghai,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
50bf051b-3058-4dfc-9611-043a7f6965e6,https://educationdestinationasia.com/school/busan-japanese-school,Busan Japanese School,Busan,Busan,"Primary Schools, Secondary Schools","p, s"
71b29a76-2b6a-48e9-b5f5-5ec89437cf4b,https://educationdestinationasia.com/school/dubai-arabian-american-private-school,Dubai Arabian American Private School,Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
e7d943ec-875b-4c8c-8bbe-9a9979787be8,https://educationdestinationasia.com/school/sinarmas-world-academy,Sinarmas World Academy,Indonesia,Indonesia,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
102ae68b-7541-4143-a710-6dd77bbf6f9b,https://educationdestinationasia.com/school/upbeat-international-school-tempaku-campus,"UPBEAT International School,Tempaku Campus",Nagoya,Nagoya,"Preschool/Kindergarten, Primary Schools","k, p"
6afac838-61ef-4ba9-a983-d1f5fecc61d1,https://educationdestinationasia.com/school/the-abc-international-school-saigon-south-campus-3-secondary,The ABC International School - Saigon South Campus 3 (Secondary),Vietnam,Vietnam,Secondary Schools,s
1d86d9d1-87c6-44db-a302-6f9a3f5d8577,https://educationdestinationasia.com/school/singapore-sports-school-ssp,Singapore Sports School (SSP),Singapore,Singapore,"Secondary Schools, Pre-University","s, pu"
d667e8c4-723c-41de-a5e2-36f5d15e327d,https://educationdestinationasia.com/school/silver-fern-international-school,Silver Fern International School,Thailand,Thailand,"Preschool/Kindergarten, Primary Schools","k, p"
4b713dca-8c2c-4a61-8a9a-90de22a51451,https://educationdestinationasia.com/school/pineapple-premier-school,Pineapple Premier School,Indonesia,Indonesia,"Preschool/Kindergarten, Primary Schools","k, p"
01a8ac15-29d7-4eb2-8994-fa68115500b5,https://educationdestinationasia.com/school/sekolah-cemerlang-abejess-seca-school,Sekolah Cemerlang Abejess (SECA school),Brunei,Brunei,,
f02f8f59-2b52-4dd4-b115-f0850e9e8c5a,https://educationdestinationasia.com/school/pakistan-embassy-college-beijing,Pakistan Embassy College Beijing,Beijing,Beijing,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
003da620-8e26-4b99-a36a-2ad26ef30a45,https://educationdestinationasia.com/school/yamaha,Yamaha Music School,"Petaling Jaya, Selangor | Petaling Jaya, Selangor",Petaling Jaya,Learning Centre,
4524bb71-152a-4640-9d4d-aefbf810ebb3,https://educationdestinationasia.com/school/the-american-school-of-bangkok-sukhumvit-2,The American School of Bangkok (Green Valley Campus),Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
5c23511b-3164-4374-a848-81ec4141b9c8,https://educationdestinationasia.com/school/gems-firstpoint-school-the-villa,GEMS FirstPoint School - The Villa,Dubai,Dubai,,
fe3f59a1-0c76-484c-a23b-ad816b25a7cf,https://educationdestinationasia.com/school/uum-international-school,UUM International School,"Sintok, Kedah",Sintok,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
4f1cb3d2-da13-4437-8aa8-e678c1317263,https://educationdestinationasia.com/school/nay-pyi-taw-international-kindergarten,Nay Pyi Taw International Kindergarten,Myanmar,Myanmar,Preschool/Kindergarten,k
da7f5e8b-36ff-42fd-8c75-26139104deb4,https://educationdestinationasia.com/school/tenby-schools-setia-eco-park,Tenby Schools Setia Eco Park,"Shah Alam, Selangor",Shah Alam,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
fd7827f3-6c65-4043-9be7-b0eea04de371,https://educationdestinationasia.com/school/asian-international-school-thaivanlung-campus,Asian International School - Thaivanlung Campus,Ho Chi Minh City,Ho Chi Minh City,"Primary Schools, Secondary Schools","p, s"
15fa007d-85db-44be-b2d7-ed65e71a1a1d,https://educationdestinationasia.com/school/pine-hills-international-school,Pine Hills International School,"Subang Jaya, Selangor",Subang Jaya,"Primary Schools, Secondary Schools, Pre-University","p, s, pu"
8192690d-5a32-4406-ba1d-e885897de842,https://educationdestinationasia.com/school/saint-international-school,SAINT International School,"Shah Alam, Selangor",Shah Alam,"Primary Schools, Secondary Schools","p, s"
f619b845-06f9-41c8-a676-d17fad6fcc79,https://educationdestinationasia.com/school/harrow-international-school,Harrow International School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
2691796c-a0c5-45ad-a970-0aff56c10c4e,https://educationdestinationasia.com/school/charis-international-school,Charis International School,"Tawau, Sabah",Tawau,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
0cd5eb83-02f4-41ac-889e-d28fe6cd5c96,https://educationdestinationasia.com/school/ucsi-international-school-kuala-lumpur,UCSI International School Kuala Lumpur,,,"Primary Schools, Secondary Schools, Preschool/Kindergarten","p, s, k"
fa203126-b6be-4f8f-85ae-74cff6c100d4,https://educationdestinationasia.com/school/fudan-international-school,Fudan International School,Shanghai,Shanghai,"Primary Schools, Secondary Schools","p, s"
f76456eb-48e4-4462-9324-2083e5d7d4d2,https://educationdestinationasia.com/school/crane-international-school,Crane International School,Yangon,Yangon,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
11652b9f-324c-4164-9e1e-c8c7c5b8c83c,https://educationdestinationasia.com/school/asia-pacific-schools,Asia Pacific Schools,"Subang Jaya, Selangor",Subang Jaya,"Primary Schools, Secondary Schools, Preschool/Kindergarten","p, s, k"
e3d1d66d-fc60-423a-bcbe-6dc43c1b1535,https://educationdestinationasia.com/school/manor-hall-international-private-school,Manor Hall International Private School,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools","k, p"
530ab462-c7a3-4bee-ab5c-53ad6951a6a7,https://educationdestinationasia.com/school/next-generation-school,Next Generation School,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools","k, p"
0897f019-6909-4bd9-933d-9cfa90d1917e,https://educationdestinationasia.com/school/ascot-international-school,Ascot International School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
9aa45bc5-5507-4e10-941a-b820ca69d021,https://educationdestinationasia.com/school/beaconhouse-newlands-early-years-bangsar,"Beaconhouse Newlands Early Years, Bangsar","Bangsar, Kuala Lumpur",Bangsar,Preschool/Kindergarten,k
896807e0-20b8-4352-a4dd-9784548c954c,https://educationdestinationasia.com/school/st-francis-methodist-school,St Francis Methodist School,Singapore,Singapore,,
9a149fc4-d12a-47c6-aed4-0f5d2b3a9ad8,https://educationdestinationasia.com/school/bunda-mulia-school,Bunda Mulia School,Jakarta,Jakarta,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
068b595b-1c64-4470-af56-320e497d2f3c,https://educationdestinationasia.com/school/tenby-schools-setia-eco-gardens,Tenby Schools Setia Eco Gardens,"Johor Bahru, Johor",Johor Bahru,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
aa471fd4-10d5-4cbf-83bb-c72cc6d877d7,https://educationdestinationasia.com/school/brighton-international-school,Brighton International School,"Kuala Lumpur City, Kuala Lumpur",Kuala Lumpur City,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
3e5bfa52-415f-4b98-bcee-3a422c12ef98,https://educationdestinationasia.com/school/rawafed-private-school,Rawafed Private School,Abu Dhabi,Abu Dhabi,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
65bbaf8d-56d8-4a67-9a2d-6ee0d9007538,https://educationdestinationasia.com/school/weiming-guiyang-experimental-school,Weiming Guiyang Experimental School,China,China,,
8f09e940-7260-43b1-8f04-390814ea1cb5,https://educationdestinationasia.com/school/the-first-steps-international-preschool,The First Steps International Preschool,Bangkok,Bangkok,Preschool/Kindergarten,k
8dc50860-a61c-438d-bec1-8e7c5f8c9e4f,https://educationdestinationasia.com/school/seoul-scholars-international-math-and-science,Seoul Scholars International Math & Science,Seoul,Seoul,Secondary Schools,s
a725bc01-74eb-4da6-b6bb-441039a0e378,https://educationdestinationasia.com/school/oakrich-international-school,Oakrich International School,"Melaka City, Melaka",Melaka City,"Primary Schools, Secondary Schools","p, s"
e45bb84d-cee6-44e5-aada-96e5385a1364,https://educationdestinationasia.com/school/anglo-singapore-international-school-2,Anglo Singapore International School (Campus 64),Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
563c3620-305b-4333-bf8d-f5d01d86a7b7,https://educationdestinationasia.com/school/california-prep-international-school,California Prep International School,Thailand,Thailand,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
92e412d2-c96e-4068-9a98-6bcae6edbe39,https://educationdestinationasia.com/school/frontier-international-secondary-school,Frontier International Secondary School,"Old Klang Road, Kuala Lumpur",Old Klang Road,Secondary Schools,s
9abe0e1d-10a6-4ed9-b719-369ba4101be1,https://educationdestinationasia.com/school/chiang-rai-international-school,Chiang Rai International School,Chiang Rai,Chiang Rai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
41869b85-c5f4-4518-9161-6c2f4a74c685,https://educationdestinationasia.com/school/morris-allen-english-mytown-shopping-centre-cheras,Morris Allen English (MyTOWN Shopping Centre Cheras),Kuala Lumpur,Kuala Lumpur,,
fded656b-4bbb-4931-90a3-01d36a17a6ff,https://educationdestinationasia.com/school/queen-international-school-dubai,Queen International School Dubai,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
c01a58cc-0112-416e-a6a8-462ee304dbab,https://educationdestinationasia.com/school/japanese-school-in-seoul,Japanese School in Seoul,Seoul,Seoul,"Primary Schools, Secondary Schools, Preschool/Kindergarten","p, s, k"
baf91237-eb87-4032-82d4-0f5f1e0c8075,https://educationdestinationasia.com/school/the-japanese-school-of-singapore,The Japanese School of Singapore,Singapore,Singapore,"Primary Schools, Secondary Schools","p, s"
4cf0ec8b-b4fb-4819-b60b-580ffa1eb5fa,https://educationdestinationasia.com/school/india-international-school-in-japan-yokohama,"India International School in Japan, Yokohama",Yokohama,Yokohama,"Pre-University, Preschool/Kindergarten, Primary Schools, Secondary Schools","pu, k, p, s"
20fbef88-54da-47c0-8f5e-7d76b1d54cbf,https://educationdestinationasia.com/school/dubai-british-school-dbs,Dubai British School (DBS),Dubai | United Arab Emirates (UAE),Dubai | United Arab Emirates (UAE),"Primary Schools, Secondary Schools","p, s"
b7cc935e-f993-4bb2-afd2-b980dd220529,https://educationdestinationasia.com/school/you-me,You&Me Right Brain Learning Specialist,"Subang Jaya, Selangor",Subang Jaya,Learning Centre,
e75044bb-f80f-4ab1-80d0-099c519fb5fc,https://educationdestinationasia.com/school/springdales-school-dubai,Springdales School Dubai,Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
d2164c6a-3fd0-4814-b1bf-982bb68694f7,https://educationdestinationasia.com/school/hillside-collegiate-international-school,Hillside Collegiate International School,South Korea,South Korea,"Pre-University, Preschool/Kindergarten, Primary Schools, Secondary Schools","pu, k, p, s"
7bf09c9e-7c6b-417f-b7b4-462d7c4e278a,https://educationdestinationasia.com/school/regent-international-school,Regent International Schools,"Klang, Selangor | Sungai Petani, Kedah | Kuantan, Pahang",Klang,"Primary Schools, Secondary Schools","p, s"
c8183169-6e97-4ffb-8677-cd22c9145908,https://educationdestinationasia.com/school/international-christian-school-pyongtaek,International Christian School Pyongtaek,Pyeongtaek,Pyeongtaek,"Primary Schools, Secondary Schools, Pre-University","p, s, pu"
492365c1-87c7-4803-8b5c-b8a47fd2e4ed,https://educationdestinationasia.com/school/fayston-prepparatory-of-suji-elementary,"Fayston Prepparatory of Suji, Elementary",Yongin,Yongin,Primary Schools,p
25211f47-82c6-424e-a925-3bfc99a737a3,https://educationdestinationasia.com/school/yew-wah-school-of-shanghai-changning,Yew Wah School of Shanghai Changning,Shanghai,Shanghai,"Secondary Schools, Pre-University","s, pu"
69ef4f49-2b25-498b-b1a6-9a4ea623c0dd,https://educationdestinationasia.com/school/the-montessori-school-of-tokyo,"The Montessori School of Tokyo, Forest Campus",Tokyo,Tokyo,"Preschool/Kindergarten, Primary Schools","k, p"
189ee8c3-c751-4af6-bafb-7b23c2104839,https://educationdestinationasia.com/school/hanoi-international-school,Hanoi International School (HIS),Hanoi,Hanoi,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
3efe9f1f-8ef3-4fc7-845e-67e6bb894bed,https://educationdestinationasia.com/school/oxburgh-international-school,Oxburgh International School,"Cheras, Selangor",Cheras,"Primary Schools, Secondary Schools","p, s"
a629d4f2-9522-4b8c-9b3c-399246a424fd,https://educationdestinationasia.com/school/shambala-kidz-leadership-preschool,Shambala Kidz Leadership Preschool,,,Preschool/Kindergarten,k
e6bd2e1f-15f8-4fc9-b33b-c524f9e58dca,https://educationdestinationasia.com/school/kang-chiao-international-school-east-china-campus,Kang Chiao International School (East China Campus),China,China,,
0f17ab0f-d8a1-456b-9b85-a6a3747f1b02,https://educationdestinationasia.com/school/horizon-international-bilingual-school-hanoi-campus,Horizon International Bilingual School - Hanoi Campus,Hanoi,Hanoi,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
80c37c58-7f02-4334-971d-1442491a2f60,https://educationdestinationasia.com/school/al-ain-juniors-school,Al Ain Juniors School,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
98981654-7516-4520-92cc-66c98470d5e3,https://educationdestinationasia.com/school/vietnam-australia-international-school-ba-thang-hai-campus,Vietnam-Australia International School (Ba Thang Hai Campus),Vietnam,Vietnam,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
5a66e805-fab8-43c3-a8f9-c2bf19036b7e,https://educationdestinationasia.com/school/international-christian-school-uijeongbu,International Christian School Uijeongbu,Uijeongbu,Uijeongbu,"Pre-University, Preschool/Kindergarten, Primary Schools, Secondary Schools","pu, k, p, s"
4eb7a7e2-beb5-4e84-bc38-390cc49648cd,https://educationdestinationasia.com/school/abedeen-academy-international-and-private-schools,Abedeen Academy International and Private Schools,Selangor,Selangor,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
ae70f94d-6582-47ae-84b8-ae3d24e66a78,https://educationdestinationasia.com/school/knightsbridge-house-international-school,Knightsbridge House International School,Singapore,Singapore,"Primary Schools, Secondary Schools","p, s"
ec580cf4-2d6e-43f4-8dcc-76410f63824c,https://educationdestinationasia.com/school/qsi-international-school-of-chengdu,QSI International School of Chengdu,Chengdu,Chengdu,,
02332857-bd91-43f4-837b-51f0e5efe8d6,https://educationdestinationasia.com/school/bangkok-patana-school,Bangkok Patana School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
dc5ba154-df89-4c92-b550-d58455741ce4,https://educationdestinationasia.com/school/the-gulf-english-school,The Gulf English School,Qatar,Qatar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
9d042add-9b79-4caf-8c0d-f980d43f2849,https://educationdestinationasia.com/school/keystone-academy,Keystone Academy,Beijing,Beijing,"Primary Schools, Secondary Schools","p, s"
47c16919-3b6a-478e-80e1-4fef98bc80f4,https://educationdestinationasia.com/school/weihai-ivy-international-preparatory-school,Weihai Ivy International Preparatory School,China,China,"Primary Schools, Secondary Schools, Pre-University","p, s, pu"
6bc80ea0-97c6-44e6-9469-4c5dc3e8c399,https://educationdestinationasia.com/school/new-international-school-of-japan,New International School of Japan,Tokyo,Tokyo,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
20a0f8a4-bdef-4f01-9ee6-3eead84fecb8,https://educationdestinationasia.com/school/enhance-academy,Enhance Academy,"Desa ParkCity, Kuala Lumpur",Desa ParkCity,Learning Centre,
07924e11-6ebf-4e6e-bb23-f915f496e156,https://educationdestinationasia.com/school/integrated-international-school,Integrated International School,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
