ID,URL,NAME,ADDRESS,CITY,SCHOOL_TYPE,LEVEL_CODE
fd742ae0-c0de-4d8a-89cc-36847dbd3151,https://educationdestinationasia.com/school/garden-international-school,Garden International School,"Kuala Lumpur City, Kuala Lumpur | Kuala Lumpur, Malaysia",Kuala Lumpur City,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
beeb122b-c180-4e8a-a0cc-65627cc32d03,https://educationdestinationasia.com/school/kis-international-school,KIS International School Bangkok,Bangkok | Thailand,Bangkok | Thailand,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
94d72788-b186-4529-b75d-63d0f7c46df9,https://educationdestinationasia.com/school/furen-international-school,Furen International School,Singapore,Singapore,"Secondary Schools, Pre-University","s, pu"
40bd7d4e-7f1a-4407-923f-135615dbf11f,https://educationdestinationasia.com/school/british-international-school-of-kuala-lumpur,The British International School of Kuala Lumpur,"Petaling Jaya, Selangor",Petaling Jaya,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
a8c582a6-18b6-4b5c-9563-506b1e6aa491,https://educationdestinationasia.com/school/wesley-international-schools,Wesley Methodist Schools (International & Private),"Kuala Lumpur City, Kuala Lumpur | Ipoh, Perak | George Town, Pulau Pinang | Sungai Buloh, Selangor | Klang, Selangor | Seremban, Negeri Sembilan",Kuala Lumpur City,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
319e36fa-6b33-47fd-9619-4001e881afe6,https://educationdestinationasia.com/school/r-e-a-l-schools-permas-jaya-campus,"R.E.A.L Schools, Permas Jaya Campus","Johor Bahru, Johor",Johor Bahru,,
c156d19b-861c-4a40-af50-2777e9380d44,https://educationdestinationasia.com/school/epsom-college-malaysia,Epsom College in Malaysia,"Bandar Enstek, Negeri Sembilan",Bandar Enstek,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
e6f13430-0414-482b-bd9e-d8853b8887a2,https://educationdestinationasia.com/school/astor-international-school,Astor International School,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools","k, p"
8a76a835-f3c8-4d98-9e29-98dfc3d47d67,https://educationdestinationasia.com/school/repton-international-school,Repton International School,"Johor Bahru, Johor",Johor Bahru,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
03adcd99-1925-46d9-be5f-389c926563fd,https://educationdestinationasia.com/school/international-islamic-school-malaysia,International Islamic School Malaysia (IISM),"Kuala Lumpur City, Kuala Lumpur | Kuantan, Pahang",Kuala Lumpur City,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
68b86d62-3007-4153-9a0d-8b3b6d890d75,https://educationdestinationasia.com/school/marlborough-college-malaysia,Marlborough College Malaysia (MCM),"Iskandar Puteri, Johor",Iskandar Puteri,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
2213f0b1-f82a-4578-858a-f38d8825f8e4,https://educationdestinationasia.com/school/nord-anglia-international-school-al-khor,Nord Anglia International School Al Khor,Qatar,Qatar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
5f121cf1-f156-4b28-97a2-2545882d7692,https://educationdestinationasia.com/school/australian-international-school-malaysia,Australian International School Malaysia (AISM),"Seri Kembangan, Selangor",Seri Kembangan,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
a882cf23-6f47-42d9-aeeb-967540f16bcd,https://educationdestinationasia.com/school/spectrum-international-school,Spectrum International School,"Kuala Lumpur City, Kuala Lumpur | Putrajaya, Malaysia",Kuala Lumpur City,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
bb0f8309-fc54-4510-b34e-a1f948111101,https://educationdestinationasia.com/school/r-e-a-l-schools-international-and-national,R.E.A.L Schools (International and National),"Cheras, Selangor | Shah Alam, Selangor | Johor Bahru, Johor",Cheras,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
5647ca16-6e51-4b70-8d40-f63e8907e988,https://educationdestinationasia.com/school/stonyhurst-international-school-penang,Stonyhurst International School Penang,"George Town, Pulau Pinang",George Town,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
4aaad9a5-aeb8-402c-a2de-037381342c9e,https://educationdestinationasia.com/school/charis-international-school,Charis International School,"Tawau, Sabah",Tawau,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
6ebe412e-9c63-412d-84e6-e6830b3388cc,https://educationdestinationasia.com/school/qsi-international-school-of-dongguan,QSI International School of Dongguan,China,China,,
5fd5738e-6cb4-4f8d-b094-6327e5a50220,https://educationdestinationasia.com/school/the-british-school-yangon,The British School Yangon,Myanmar,Myanmar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
ca71b38b-2fb4-45dd-8068-4309731c0c96,https://educationdestinationasia.com/school/gregg-international-school,Gregg International School,Tokyo,Tokyo,"Preschool/Kindergarten, Primary Schools","k, p"
431508c4-de82-4630-9c55-89be65d20edb,https://educationdestinationasia.com/school/beaconhouse-yamsaard-international-school-4,Beaconhouse Yamsaard International School (BYS Ladprao),Bangkok,Bangkok,,
52615bf1-9d6c-48ce-b992-afb187757dcd,https://educationdestinationasia.com/school/united-school-international,United School International,Qatar,Qatar,"Primary Schools, Secondary Schools, Preschool/Kindergarten","p, s, k"
ef4bbaae-9888-420b-842a-1439b78aa567,https://educationdestinationasia.com/school/kolej-yayasan-saad-melaka-kysm,Kolej Yayasan Saad Melaka (KYSM),Melaka,Melaka,Secondary Schools,s
451e7a60-74ea-4849-88c7-fd47396a1176,https://educationdestinationasia.com/school/the-french-japanese-international-school-of-tokyo,The French-Japanese International School of Tokyo,Tokyo,Tokyo,"Secondary Schools, Pre-University, Preschool/Kindergarten, Primary Schools","s, pu, k, p"
5abd2cea-9ab9-468f-8d9f-d317d017bd21,https://educationdestinationasia.com/school/doha-academy-kindergarten-salwa-branch,Doha Academy,Qatar | Qatar | Qatar,Qatar | Qatar | Qatar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
f5413d3d-ff63-4496-bd19-3c77aeafdde5,https://educationdestinationasia.com/school/saigon-south-international-school,Saigon South International School,Ho Chi Minh City,Ho Chi Minh City,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
4f9a3f96-6f08-4acd-bba3-96ba225a1540,https://educationdestinationasia.com/school/pskd-mandiri-school,PSKD Mandiri School,Jakarta,Jakarta,,
09145d00-c7b5-4bbf-b160-34f96aec05a2,https://educationdestinationasia.com/school/nord-anglia-international-school-dubai,Nord Anglia International School Dubai,Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
704046da-fca2-4ffe-820b-3d304920af04,https://educationdestinationasia.com/school/the-british-international-school-shanghai-puxi-campus,"The British International School Shanghai, Puxi Campus",Shanghai,Shanghai,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
c72b600b-09b0-4d8e-9e30-da7865267707,https://educationdestinationasia.com/school/shrewsbury-international-school-riverside,Shrewsbury International School Bangkok Riverside,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
1e0289dc-763a-47f3-bd8d-ce7aabe99deb,https://educationdestinationasia.com/school/integrated-international-school,Integrated International School,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
50760225-4a40-4a76-a002-d169d4eeba5a,https://educationdestinationasia.com/school/wesley-methodist-school-seremban-private,Wesley Methodist School Seremban (Private),"Seremban, Negeri Sembilan",Seremban,,
dfdc1cc9-d097-4405-848e-150688c4e4a2,https://educationdestinationasia.com/school/sekolah-pelita-harapan-kemang-village,Sekolah Pelita Harapan Kemang Village,Indonesia,Indonesia,Primary Schools,p
63bf8f42-6f59-4737-9c55-28dfb7b31e94,https://educationdestinationasia.com/school/newton-grammar-school,Newton Grammar School,Hanoi,Hanoi,"Pre-University, Primary Schools, Secondary Schools, Preschool/Kindergarten","pu, p, s, k"
0404a733-100b-411d-9322-a970e9f920f0,https://educationdestinationasia.com/school/bunda-mulia-school,Bunda Mulia School,Jakarta,Jakarta,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
ec00e731-a0a3-47fa-ba96-58943d2423d5,https://educationdestinationasia.com/school/canggu-community-school,Canggu Community School,Indonesia,Indonesia,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
2dca34ec-25e4-4bd2-9351-268ab361e667,https://educationdestinationasia.com/school/yew-wah-international-education-school-guangzhou-campus,Yew Wah International Education School Guangzhou Campus,Guangzhou,Guangzhou,,
97a456b3-928d-4625-9f3d-9f1fae53c7e2,https://educationdestinationasia.com/school/kings-international-school-myanmar,Kings International School Myanmar,Myanmar,Myanmar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
8675905c-250b-4dee-978c-813f2ae417fb,https://educationdestinationasia.com/school/miftah-an-nur-international-school,Miftah An-nur International School,Brunei,Brunei,"Preschool/Kindergarten, Primary Schools","k, p"
ee569403-0c14-4e80-ad58-cf5c1bd42905,https://educationdestinationasia.com/school/the-royal-academy-ajman,"The Royal Academy, Ajman",United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
74c587a4-fc05-4568-84e8-72544011ee66,https://educationdestinationasia.com/school/knewton-global-schools,Knewton Global Schools,"Miri, Sarawak",Miri,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
e13a3824-229f-4320-a9aa-b0c25b932b5a,https://educationdestinationasia.com/school/singapore-international-school-1,Singapore International School,Myanmar,Myanmar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
3159c195-3082-45a4-a080-5595c8f46bd2,https://educationdestinationasia.com/school/global-christian-foreign-school,Global Christian Foreign School,Seoul,Seoul,"Pre-University, Preschool/Kindergarten, Primary Schools, Secondary Schools","pu, k, p, s"
7e11a366-5226-4ce3-be9e-0279e2eb8aa8,https://educationdestinationasia.com/school/manor-hall-international-private-school,Manor Hall International Private School,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools","k, p"
c33c698c-dedd-4e53-b0bf-ac003fc95f9c,https://educationdestinationasia.com/school/edison-international-academy-qatar,Edison International Academy Qatar,Doha | Qatar | Qatar | Qatar | Qatar,Doha | Qatar | Qatar | Qatar | Qatar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
1d06ec07-7bef-4a0f-95ec-2e5547e691f1,https://educationdestinationasia.com/school/ivy-bound-international-school,Ivy Bound International School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools","k, p"
d6d0232e-9cc3-4e07-9ab6-a4417f186203,https://educationdestinationasia.com/school/igb-international-school-1,IGB International School,Selangor,Selangor,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
3c0d3185-c4a9-4ca5-8d97-dfa0f2edbbc9,https://educationdestinationasia.com/school/al-ittihad-private-school-jumeirah,Al Ittihad Private School Jumeirah,Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
df59974e-9292-4650-bbdf-2358c137d0b1,https://educationdestinationasia.com/school/lycee-francais-international-de-dubai,Lycée Français International de Dubaï,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
84667edd-5bf5-44da-9c0b-044c80a9c673,https://educationdestinationasia.com/school/westlake-international-school-1,Westlake International School,Perak,Perak,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
c83f7636-0580-4f49-8a88-2894a6756c23,https://educationdestinationasia.com/school/shekou-international-school-secondary-school,Shekou International School (Secondary School),Shenzhen,Shenzhen,Secondary Schools,s
02a7b165-d557-482a-9761-282b22145b97,https://educationdestinationasia.com/school/magic-years-international-school,Magic Years International School,Thailand,Thailand,"Preschool/Kindergarten, Primary Schools","k, p"
5734eaaf-fd32-4cd3-8354-a80d8caa1b9b,https://educationdestinationasia.com/school/the-british-school-in-al-khubairat,The British School in Al Khubairat,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
c45b39ba-c55f-4a27-919e-41c17612dc51,https://educationdestinationasia.com/school/nexus-international-school-malaysia,Nexus International School Malaysia,Putrajaya,Putrajaya,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
aebfa1d8-413d-46cc-828a-e794a356aa97,https://educationdestinationasia.com/school/prem-tinsulanonda-international-school,Prem Tinsulanonda International School,Chiang Mai,Chiang Mai,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
6abdc018-d89b-4664-be2b-58b9099c1aab,https://educationdestinationasia.com/school/gems-dubai-american-academy,GEMS Dubai American Academy,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
0f7d4998-31ba-48d8-803c-5b86b5952159,https://educationdestinationasia.com/school/yangon-academy-international-school-secondary-school-campus,Yangon Academy International School - Secondary School Campus,Myanmar,Myanmar,Secondary Schools,s
c4bff25c-4e92-4255-b928-6d9f21809ae7,https://educationdestinationasia.com/school/melaka-international-school,Melaka International School,"Melaka City, Melaka",Melaka City,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
d735b104-1fb5-4080-86d6-f1a95b479373,https://educationdestinationasia.com/school/canadian-international-school-china,Canadian International School - China,Beijing | China | China,Beijing | China | China,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
5edd4fd0-40e5-4d76-ba46-2369d5a64d84,https://educationdestinationasia.com/school/raffles-international-school-ris,Raffles International School (RIS),Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
a6c74697-7400-4060-9614-be85b2f138ea,https://educationdestinationasia.com/school/western-australian-international-school-system-middle-and-high-school-campus,Western Australian International School System - Middle & High School Campus,Ho Chi Minh City,Ho Chi Minh City,"Secondary Schools, Pre-University","s, pu"
8a8a2034-0116-40c1-adde-d3d69ead709e,https://educationdestinationasia.com/school/north-london-collegiate-school-ho-chi-minh-city,North London Collegiate School Ho Chi Minh City,Ho Chi Minh City,Ho Chi Minh City,Primary Schools,p
50ae7450-8a26-4daa-98c3-7bd71d0ffe20,https://educationdestinationasia.com/school/california-prep-international-school,California Prep International School,Thailand,Thailand,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
34f6f3f1-29db-4d52-9660-40d2e6282a65,https://educationdestinationasia.com/school/sekolah-lentera-kasih,Sekolah Lentera Kasih,Indonesia,Indonesia,"Primary Schools, Secondary Schools","p, s"
06ec01c3-35b7-4f56-abd8-b4991a7aad71,https://educationdestinationasia.com/school/st-andrews-international-school-dusit,"St. Andrews International School, Dusit",Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools","k, p"
526414a5-722a-46a1-b856-914f3626fd98,https://educationdestinationasia.com/school/international-school-of-wuxi,International School of Wuxi,China,China,,
386f433e-ab27-46f0-9a12-00683fd72436,https://educationdestinationasia.com/school/the-tiny-seeds-international-preschool,The Tiny Seeds International Preschool,Bangkok,Bangkok,Preschool/Kindergarten,k
b70ef826-5e5d-4842-888f-785230cbeb08,https://educationdestinationasia.com/school/dubai-modern-education-school,Dubai Modern Education School,Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
a81c3c52-2fba-408b-914e-e37420f87d3c,https://educationdestinationasia.com/school/bright-jigsaw-international-school,Bright Jigsaw International School,Brunei,Brunei,Primary Schools,p
b16115ce-85e2-453e-8f58-8f6d7c59e2c5,https://educationdestinationasia.com/school/hartland-international-school,Hartland International School,Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
0fbbbe4e-e288-41c7-941d-1df28b261283,https://educationdestinationasia.com/school/russian-international-school,Russian International School,Dubai,Dubai,"Primary Schools, Preschool/Kindergarten","p, k"
a1190df3-0d9d-4bd4-ad20-f062551d1057,https://educationdestinationasia.com/school/british-international-school-hcmc-junior-secondary-campus,British International School HCMC-Early Years & Infant Campus,Ho Chi Minh City,Ho Chi Minh City,Preschool/Kindergarten,k
6e88411e-afcb-445b-9923-55b4925d67c8,https://educationdestinationasia.com/school/american-international-school-vietnam,American International School Vietnam,Ho Chi Minh City,Ho Chi Minh City,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
89cfaea6-cc71-4bc1-836a-bbed9b89ab61,https://educationdestinationasia.com/school/texmaco-dps-international-school,Texmaco DPS International School,Indonesia,Indonesia,,
53a3f0e5-20c5-4dc9-a000-1997f4bf1feb,https://educationdestinationasia.com/school/tara-pattana-international-school,Tara Pattana International School,Pattaya,Pattaya,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
874356db-005e-426c-990c-3157b8045e74,https://educationdestinationasia.com/school/mulberryhouse-international-preschool,Mulberryhouse International Preschool,Bangkok,Bangkok,Preschool/Kindergarten,k
94021606-992e-410c-850e-f0c5e670de30,https://educationdestinationasia.com/school/the-oxford-school-dubai,"The Oxford School, Dubai",United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
f24f6eba-c470-4e67-be30-dd06438e2693,https://educationdestinationasia.com/school/springdales-school-dubai,Springdales School Dubai,Dubai,Dubai,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
9e1387ae-6eca-4276-a912-b0a954ca2b51,https://educationdestinationasia.com/school/isa-international-school-china,ISA International School - China,Guangzhou | China | China | China | China | China | China | China,Guangzhou | China | China | China | China | China | China | China,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
a2dbde62-797b-4004-823b-686af57eb394,https://educationdestinationasia.com/school/hokkaido-international-school,Hokkaido International School,Japan,Japan,"Primary Schools, Secondary Schools, Pre-University, Preschool/Kindergarten","p, s, pu, k"
9416f9b9-2d25-48b5-b478-cb3ff8a40c1d,https://educationdestinationasia.com/school/sino-bright-school,Sino Bright School,Beijing,Beijing,"Secondary Schools, Pre-University","s, pu"
8cbf3b32-5394-41af-a6a4-fcece31f4797,https://educationdestinationasia.com/school/ramkhamhaeng-advent-international-school,Ramkhamhaeng Advent International School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
de406f73-0e63-4f1b-b282-d2e839ddf4f5,https://educationdestinationasia.com/school/dulwich-international-high-school-zhuhai,Dulwich International High School Zhuhai,China,China,,
03234ad9-94ea-40bb-9cfa-52a1a516926b,https://educationdestinationasia.com/school/charterhouse-malaysia,Charterhouse Malaysia,"Hartamas, Kuala Lumpur",Hartamas,Pre-University,pu
6d9326ea-637c-4e59-935a-8ef1f037be4a,https://educationdestinationasia.com/school/sherborne-qatar,Sherborne Qatar,Doha,Doha,"Primary Schools, Secondary Schools","p, s"
0390b4ad-89ce-4835-bd1e-e1a5a6da8449,https://educationdestinationasia.com/school/al-moatasem-international-school,Al Moatasem International School,Abu Dhabi,Abu Dhabi,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
0f531711-c1f2-42a0-9270-fa884332a2c5,https://educationdestinationasia.com/school/wesley-international-school,Wesley International School,Indonesia,Indonesia,,
680368c9-98ba-4de2-bfe9-a888a6302cb3,https://educationdestinationasia.com/school/cahaya-bangsa-classical-school,Cahaya Bangsa Classical School,Indonesia,Indonesia,Preschool/Kindergarten,k
2c893793-ac25-425e-99a4-4d69f9758610,https://educationdestinationasia.com/school/korea-international-school-jeju-campus,"Korea International School, Jeju Campus",Jeju,Jeju,"Secondary Schools, Preschool/Kindergarten, Primary Schools","s, k, p"
57b958e2-acfb-4533-ba72-70822f66bbb8,https://educationdestinationasia.com/school/beijing-shuren-ribet-private-school,Beijing Shuren-Ribet Private School,China,China,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
4b0d0b8b-45c9-4e76-ad76-8faacdc0a04e,https://educationdestinationasia.com/school/surabaya-european-school,Surabaya European School,Surabaya,Surabaya,,
9d92b2f3-3b7b-47a4-b86a-534ea3dffa34,https://educationdestinationasia.com/school/bangkok-grace-international-school,Bangkok Grace International School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
2f95bfb1-b781-4cb7-8b28-3da8a94b5a9d,https://educationdestinationasia.com/school/leading-asia-myanmar-international-school,Leading Asia Myanmar International School,Myanmar,Myanmar,"Primary Schools, Secondary Schools","p, s"
614cabd3-c370-46fa-9c47-ee18d742bdc8,https://educationdestinationasia.com/school/quayside-isle-preparatory-school,Quayside Isle Preparatory School,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools","k, p"
80bc4d9e-d968-48f3-a0b6-98c24d2965e6,https://educationdestinationasia.com/school/harrow-international-school-beijing,Harrow International School Beijing,Beijing,Beijing,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
cc4630ce-df75-47f6-a893-a34b02226269,https://educationdestinationasia.com/school/kelantan-international-school,Kelantan International School,"Kota Bharu, Kelantan",Kota Bharu,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
54445818-755f-4ed5-a831-9bfd2344e5ee,https://educationdestinationasia.com/school/joy-to-the-world-american-international-school,Joy to the World American International School,Tokyo,Tokyo,Preschool/Kindergarten,k
672a28ee-0699-4e99-ba6f-30ed0670dba4,https://educationdestinationasia.com/school/hillside-world-academy,Hillside World Academy,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
9ac9be61-df69-4144-8969-cdc2325de572,https://educationdestinationasia.com/school/green-montessori-school,Green Montessori School,Indonesia,Indonesia,Preschool/Kindergarten,k
8afd02af-2a8b-487f-a45d-1f34176bacd9,https://educationdestinationasia.com/school/st-margarets-school,St. Margaret's School,Brunei,Brunei,,
d167a657-26a5-4ebc-a6c8-27c0a22505f5,https://educationdestinationasia.com/school/austin-heights-international-school,Austin Heights Private &  International Schools,"Johor Bahru, Johor",Johor Bahru,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
71ffc8e9-96f9-46e2-ae22-4aa879ea025c,https://educationdestinationasia.com/school/xiamen-international-school,Xiamen International School,China,China,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
2e67f42c-2265-487e-9d91-65502901a88e,https://educationdestinationasia.com/school/adnoc-primary-school,ADNOC Primary School,Abu Dhabi | United Arab Emirates (UAE) | United Arab Emirates (UAE) | United Arab Emirates (UAE) | United Arab Emirates (UAE),Abu Dhabi | United Arab Emirates (UAE) | United Arab Emirates (UAE) | United Arab Emirates (UAE) | United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
ac4dd5ca-2aa4-4c62-af35-c530a6e32608,https://educationdestinationasia.com/school/horizon-english-school,Horizon English School,United Arab Emirates (UAE),United Arab Emirates (UAE),"Primary Schools, Preschool/Kindergarten","p, k"
82cb2e5e-280f-41f5-a7a9-1b8092e3a29e,https://educationdestinationasia.com/school/future-international-school,Future International School,Abu Dhabi,Abu Dhabi,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
ca86e652-bfd5-4d82-80f7-021cb8e6b312,https://educationdestinationasia.com/school/odyssey-global-preschool,"Odyssey, The Global Preschool","Shah Alam, Selangor",Shah Alam,Preschool/Kindergarten,k
5060d7e3-4b75-4902-9ad8-7a1efb5154eb,https://educationdestinationasia.com/school/asia-pacific-schools,Asia Pacific Schools,"Subang Jaya, Selangor",Subang Jaya,"Primary Schools, Secondary Schools, Preschool/Kindergarten","p, s, k"
7a769308-b9a6-46a7-8612-56fe0c7d1ec6,https://educationdestinationasia.com/school/british-international-academy-geoje,British International Academy Geoje,Busan,Busan,"Pre-University, Preschool/Kindergarten, Primary Schools, Secondary Schools","pu, k, p, s"
bbc47739-66cd-4389-a543-733542bf2d81,https://educationdestinationasia.com/school/lanna-international-school,Lanna International School (Secondary Campus),Chiang Mai,Chiang Mai,"Secondary Schools, Pre-University","s, pu"
ed27f047-0c70-440a-a783-d765a26556a1,https://educationdestinationasia.com/school/nansha-college-preparatory-academy,Nansha College Preparatory Academy,China,China,"Secondary Schools, Pre-University","s, pu"
8408ce3c-14db-4a55-b73c-1b8db4285931,https://educationdestinationasia.com/school/safa-british-school,Safa British School,United Arab Emirates (UAE),United Arab Emirates (UAE),"Preschool/Kindergarten, Primary Schools","k, p"
54a983a9-9d72-431f-9b54-f31a44fc933c,https://educationdestinationasia.com/school/al-ittihad-national-private-school-abu-dhabi,Al Ittihad National Private School Abu Dhabi,Abu Dhabi,Abu Dhabi,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
38346bd3-0a2b-4b94-89a3-954755270b27,https://educationdestinationasia.com/school/abu-dhabi-international-school,Abu Dhabi International School,"Abu Dhabi | Abu Dhabi, United Arab Emirates (UAE)",Abu Dhabi | Abu Dhabi,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
ce246b72-cee5-4c1b-aa53-75b598406f55,https://educationdestinationasia.com/school/hangzhou-international-school,Hangzhou International School,China,China,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
aceae0df-9c39-4ce3-be4a-3aaaf0480012,https://educationdestinationasia.com/school/kingston-school,Kingston School,Indonesia,Indonesia,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
642eee54-b9d4-4127-be62-ed47f0401242,https://educationdestinationasia.com/school/greenview-islamic-international-school,Greenview Islamic International School,"Shah Alam, Selangor | Bangi, Selangor",Shah Alam,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
95d20267-c4e3-4e13-af79-507934bd93f9,https://educationdestinationasia.com/school/verso-international-school,VERSO International School,Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
4fb8b3b6-d63d-486a-831e-c5bb5758b941,https://educationdestinationasia.com/school/nelson-international-education-center-yangon,Nelson International Education Center - Yangon,Myanmar,Myanmar,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
df7cd387-0045-4507-ab63-911bd1680a89,https://educationdestinationasia.com/school/willowbrook-international-school,Willowbrook International School,Tokyo,Tokyo,Preschool/Kindergarten,k
63342384-5cbe-4728-a6d0-f44cb566a4ce,https://educationdestinationasia.com/school/the-montessori-school-of-tokyo,"The Montessori School of Tokyo, Forest Campus",Tokyo,Tokyo,"Preschool/Kindergarten, Primary Schools","k, p"
fac7ae2f-cdde-4187-8804-f1bc4a279b9e,https://educationdestinationasia.com/school/rosie-marie-academy,Rosie Marie Academy,Thailand,Thailand,"Primary Schools, Secondary Schools","p, s"
fdc0db48-b493-494a-9b32-82888d0f499c,https://educationdestinationasia.com/school/st-andrews-international-school-sukhumvit-107,"St. Andrews International School, Sukhumvit 107",Bangkok,Bangkok,"Preschool/Kindergarten, Primary Schools, Secondary Schools, Pre-University","k, p, s, pu"
69d6f6bf-63f1-4d3a-8901-6b72b018b125,https://educationdestinationasia.com/school/pathway-school,Pathway School,Vietnam,Vietnam,,
0357bcf4-9034-4d55-89b5-af26da48a156,https://educationdestinationasia.com/school/gems-world-academy,XCL World Academy,Singapore,Singapore,"Preschool/Kindergarten, Primary Schools, Secondary Schools","k, p, s"
